"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-02-18","253","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-02-25","297","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-03-04","278","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-03-11","298","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-03-18","318","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-03-25","284","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-04-01","276","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-04-08","301","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-04-15","304","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-04-22","340","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-04-29","340","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-05-06","307","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-05-13","315","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-05-20","339","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-05-27","330","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-06-03","361","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-06-10","349","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-06-17","368","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-06-24","350","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-07-01","341","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-07-08","375","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-07-15","363","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-07-22","356","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-07-29","400","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-08-05","357","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-08-12","377","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-08-19","378","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-08-26","389","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-09-02","370","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-09-09","346","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-09-16","364","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-09-23","353","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-09-30","336","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-10-07","341","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-10-14","333","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-10-21","334","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-10-28","307","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-11-04","340","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-11-11","326","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-11-18","295","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-11-25","323","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-12-02","277","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-12-09","299","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-12-16","303","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-12-23","319","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-12-30","284","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-01-06","295","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-01-13","315","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-01-20","312","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-01-27","303","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-02-03","247","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-02-10","285","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-02-17","287","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-02-24","273","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-03-03","300","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-03-10","311","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-03-17","303","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-03-24","316","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-03-31","322","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-04-07","311","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-04-14","320","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-04-21","388","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-04-28","315","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-05-05","312","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-05-12","357","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-05-19","341","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-05-26","364","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-06-02","369","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-06-09","374","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-06-16","354","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-06-23","376","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-06-30","402","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-07-07","396","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-07-14","429","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-07-21","419","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-07-28","396","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-08-04","399","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-08-11","396","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-08-18","353","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-08-25","354","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-09-01","352","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-09-08","339","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-09-15","366","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-09-22","339","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-09-29","354","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-10-06","356","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-10-13","376","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-10-20","325","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-10-27","318","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-11-03","315","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-11-10","328","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-11-17","325","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-11-24","279","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-12-01","319","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-12-08","286","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-12-15","300","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-12-22","287","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2019-12-29","275","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-01-05","283","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-01-12","282","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-01-19","326","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-01-26","312","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-02-02","306","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-02-09","307","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-02-16","301","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-02-23","310","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-03-01","318","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-03-08","311","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-03-15","302","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-03-22","312","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-03-29","312","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-04-05","319","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-04-12","320","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-04-19","345","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-04-26","340","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-05-03","292","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-05-10","324","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-05-17","312","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-05-24","310","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-05-31","292","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-06-07","306","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-06-14","352","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-06-21","360","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-06-28","319","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-07-05","307","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-07-12","323","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-07-19","373","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-07-26","326","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2020-08-02","338","Number","02-02-21"
